state,state_abbr,restriction_desc,restriction_type,Policy Type,restriction_date
Michigan,MI,Resumed visitation in state prisons,end,Contact Reduction,2021-03-26 00:00:00
Michigan,MI,Suspended elective medical procedures,start,Notification,2020-03-21 00:00:00
Michigan,MI,Resumed elective medical procedures,end ,Notification,2020-05-29 00:00:00
Michigan,MI,Extended Benefits program activated,start,Notification,2020-04-26 00:00:00
Michigan,MI,Extended Benefits program deactivated,end,Notification,2021-04-17 00:00:00
Michigan,MI,20-week Extended Benefits program activated,start,Notification,2020-11-08 00:00:00
Michigan,MI,20-week Extended Benefits program deactivated,end,Notification,2021-02-13 00:00:00
Michigan,MI,Closed casinos,start,Contact Reduction,2020-03-16 00:00:00
Michigan,MI,Reopened casinos,end,Contact Reduction,2020-08-05 00:00:00
Michigan,MI,Closed casinos (x2),start,Contact Reduction,2020-11-18 00:00:00
Michigan,MI,Reopened casinos (x2),end,Contact Reduction,2020-12-21 00:00:00
Minnesota,MN,State of emergency issued,start,Notification,2020-03-13 00:00:00
Minnesota,MN,State of emergency lifted,end,Notification,2021-07-01 00:00:00
Minnesota,MN,Date closed K-12 public schools,start,Contact Reduction,2020-03-18 00:00:00
Minnesota,MN,Stay at home/ shelter in place,start,Contact Reduction,2020-03-28 00:00:00
Minnesota,MN,End/relax stay at home/shelter in place,end,Contact Reduction,2020-05-18 00:00:00
Minnesota,MN,Closed other non-essential businesses,start,Contact Reduction,2020-03-28 00:00:00
Minnesota,MN,Began to reopen businesses,end,Contact Reduction,2020-04-27 00:00:00
Minnesota,MN,Face mask mandate in public spaces,start,Mask/Vaccine Mandate,2020-07-25 00:00:00
Minnesota,MN,Face mask mandate for employees of public-facing businesses,start,Mask/Vaccine Mandate,2020-07-25 00:00:00
Minnesota,MN,Face mask mandate end for fully vaccinated,end,Mask/Vaccine Mandate,2021-05-14 00:00:00
Minnesota,MN,Ended face mask mandate,end,Mask/Vaccine Mandate,2021-05-14 00:00:00
Minnesota,MN,Allowed restaurants to sell takeout alcohol,start,Contact Reduction,2020-04-18 00:00:00
Minnesota,MN,Closed restaurants except take out,start,Contact Reduction,2020-03-17 00:00:00
Minnesota,MN,Reopen restaurants,end,Contact Reduction,2020-06-01 00:00:00
Minnesota,MN,Closed gyms,start,Contact Reduction,2020-03-17 00:00:00
Minnesota,MN,Reopened gyms,end,Contact Reduction,2020-06-10 00:00:00
Minnesota,MN,Closed movie theaters,start,Contact Reduction,2020-03-17 00:00:00
Minnesota,MN,Reopened movie theaters,end,Contact Reduction,2020-06-10 00:00:00
Minnesota,MN,Closed Bars,start,Contact Reduction,2020-03-17 00:00:00
Minnesota,MN,Reopen bars,end,Contact Reduction,2020-06-10 00:00:00
Minnesota,MN,Reopened hair salons/barber shops,end,Contact Reduction,2020-06-01 00:00:00
Minnesota,MN,Reopened religious gatherings,end,Contact Reduction,2020-05-18 00:00:00
Minnesota,MN,Reopened other non-essential retail,end,Contact Reduction,2020-05-18 00:00:00
Minnesota,MN,Allowed businesses to reopen overnight,end,Contact Reduction,2021-05-07 00:00:00
Minnesota,MN,Began to reclose bars,start,Contact Reduction,2020-11-21 00:00:00
Minnesota,MN,Closed bars (x2),start,Contact Reduction,2020-11-21 00:00:00
Minnesota,MN,Closed movie theaters (x2),start,Contact Reduction,2020-11-21 00:00:00
Minnesota,MN,Closed gyms (x2),start,Contact Reduction,2020-11-21 00:00:00
Minnesota,MN,Closed restaurants (x2),start,Mask/Vaccine Mandate,2020-11-21 00:00:00
Minnesota,MN,Reopened restaurants (x2),end,Mask/Vaccine Mandate,2021-01-11 00:00:00
Minnesota,MN,Reopened bars (x2),end,Contact Reduction,2021-01-11 00:00:00
Minnesota,MN,Reopened gyms (x2),end,Contact Reduction,2020-12-18 00:00:00
Minnesota,MN,Reopened movie theaters (x2),end,Contact Reduction,2021-01-11 00:00:00
Minnesota,MN,Date vaccine allocation plan last updated,start,Notification,2021-03-10 00:00:00
Minnesota,MN,Date adults ages 80+ became eligible for COVID-19 vaccination,start,Notification,2021-01-19 00:00:00
Minnesota,MN,Date adults ages 75+ became eligible for COVID-19 vaccination,start,Notification,2021-01-19 00:00:00
Minnesota,MN,Date adults ages 70+ became eligible for COVID-19 vaccination,start,Notification,2021-01-19 00:00:00
Minnesota,MN,Date adults ages 65+ became eligible for COVID-19 vaccination,start,Notification,2021-01-19 00:00:00
Minnesota,MN,Date adults ages 60+ became eligible for COVID-19 vaccination,start,Notification,2021-03-30 00:00:00
Minnesota,MN,Date adults ages 55+ became eligible for COVID-19 vaccination,start,Notification,2021-03-30 00:00:00
Minnesota,MN,Date adults ages 50+ became eligible for COVID-19 vaccination,start,Notification,2021-03-30 00:00:00
Minnesota,MN,Date adults ages 45+ became eligible for COVID-19 vaccination,start,Notification,2021-03-30 00:00:00
Minnesota,MN,Date adults ages 40+ became eligible for COVID-19 vaccination,start,Notification,2021-03-30 00:00:00
Minnesota,MN,Date adults ages 30+ became eligible for COVID-19 vaccination,start,Notification,2021-03-30 00:00:00
Minnesota,MN,Date K-12 school employees became eligible for COVID-19 vaccination,start,Notification,2021-01-19 00:00:00
Minnesota,MN,Date grocery store workers became eligible for COVID-19 vaccination,start,Notification,2021-03-10 00:00:00
Minnesota,MN,Date incarcerated people became eligible for COVID-19 vaccination,start,Notification,2021-03-10 00:00:00
Minnesota,MN,Date general public became eligible for COVID-19 vaccination,start,Notification,2021-03-30 00:00:00
Minnesota,MN,First overall eviction moratorium start,start,Notification,2020-03-16 00:00:00
Minnesota,MN,First eviction initiation ban start,start,Notification,2020-03-24 00:00:00
Minnesota,MN,First eviction hearing ban start,start,Notification,2020-03-16 00:00:00
Minnesota,MN,First eviction hearing ban end,end,Notification,2020-03-23 00:00:00
Minnesota,MN,First eviction enforcement ban start,start,Notification,2020-03-24 00:00:00
Minnesota,MN,First eviction enforcement ban end,end,Notification,2021-06-30 00:00:00
Minnesota,MN,Non-payment limitation start,start,Notification,2021-06-30 00:00:00
Minnesota,MN,Utilities shutoff moratorium start,start,Notification,2020-06-18 00:00:00
Minnesota,MN,Utilities shutoff moratorium expiration,end,Notification,2021-08-02 00:00:00
Minnesota,MN,SNAP Waiver - Emergency Allotments to Current SNAP Households,start,Notification,2020-04-13 00:00:00
Minnesota,MN,SNAP Waiver - Pandemic EBT during school year 2019-2020,start,Notification,2020-05-27 00:00:00
Minnesota,MN,SNAP Waiver - Pandemic EBT during school year 2020-2021,start,Notification,2021-02-08 00:00:00
Minnesota,MN,SNAP Waiver - Temporary Suspension of Claims Collection,start,Notification,2020-04-13 00:00:00
Minnesota,MN,Modify Medicaid requirements with 1135 waivers (date of CMS approval),start,Notification,2020-03-27 00:00:00
Minnesota,MN,Reopened ACA enrollment using a special enrollment period,start,Notification,2020-03-20 00:00:00
Minnesota,MN,Allow audio-only telehealth,start,Notification,2020-04-16 00:00:00
Minnesota,MN,Allow/expand Medicaid telehealth coverage,start,Notification,2020-03-28 00:00:00
Minnesota,MN,Stopped personal visitation in state prisons,start,Contact Reduction,2020-03-11 00:00:00
Minnesota,MN,Resumed visitation in state prisons,end,Contact Reduction,2020-07-22 00:00:00
Minnesota,MN,Stopped visitation in state prisons x2,start,Contact Reduction,2020-11-30 00:00:00
Minnesota,MN,Suspended elective medical procedures,start,Notification,2020-03-23 00:00:00
Minnesota,MN,Resumed elective medical procedures,end ,Notification,2020-05-10 00:00:00
Minnesota,MN,Waived one week waiting period for unemployment insurance,start,Notification,2020-04-06 00:00:00
Minnesota,MN,Extended Benefits program activated,start,Notification,2020-05-03 00:00:00
Minnesota,MN,Extended Benefits program deactivated,end,Notification,2020-12-19 00:00:00
Minnesota,MN,20-week Extended Benefits program activated,start,Notification,2020-08-02 00:00:00
Minnesota,MN,20-week Extended Benefits program deactivated,end,Notification,2020-10-31 00:00:00
Mississippi,MS,State of emergency issued,start,Notification,2020-03-14 00:00:00
Mississippi,MS,Date closed K-12 public schools,start,Contact Reduction,2020-03-20 00:00:00
Mississippi,MS,Date banned visitors to nursing homes,start,Contact Reduction,2020-03-24 00:00:00
Mississippi,MS,Stay at home/ shelter in place,start,Contact Reduction,2020-04-03 00:00:00
Mississippi,MS,End/relax stay at home/shelter in place,end,Contact Reduction,2020-04-27 00:00:00
Mississippi,MS,Closed other non-essential businesses,start,Contact Reduction,2020-04-03 00:00:00
Mississippi,MS,Began to reopen businesses,end,Contact Reduction,2020-04-27 00:00:00
Mississippi,MS,Face mask mandate in public spaces,start,Mask/Vaccine Mandate,2020-08-05 00:00:00
Mississippi,MS,Face mask mandate for employees of public-facing businesses,start,Mask/Vaccine Mandate,2020-05-07 00:00:00
Mississippi,MS,Face mask mandate end for fully vaccinated,end,Mask/Vaccine Mandate,2020-09-30 00:00:00
Mississippi,MS,Ended face mask mandate,end,Mask/Vaccine Mandate,2020-09-30 00:00:00
Mississippi,MS,Allowed restaurants to sell takeout alcohol,start,Contact Reduction,2020-03-19 00:00:00
Mississippi,MS,Closed restaurants except take out,start,Contact Reduction,2020-04-03 00:00:00
Mississippi,MS,Reopen restaurants,end,Contact Reduction,2020-05-07 00:00:00
Mississippi,MS,Closed gyms,start,Contact Reduction,2020-04-03 00:00:00
Mississippi,MS,Reopened gyms,end,Contact Reduction,2020-05-11 00:00:00
Mississippi,MS,Closed movie theaters,start,Contact Reduction,2020-04-03 00:00:00
Mississippi,MS,Reopened movie theaters,end,Contact Reduction,2020-06-01 00:00:00
Mississippi,MS,Closed Bars,start,Contact Reduction,2020-04-03 00:00:00
Mississippi,MS,Reopen bars,end,Contact Reduction,2020-06-01 00:00:00
Mississippi,MS,Reopened hair salons/barber shops,end,Contact Reduction,2020-05-11 00:00:00
Mississippi,MS,Reopened other non-essential retail,end,Contact Reduction,2020-04-27 00:00:00
Mississippi,MS,Allowed businesses to reopen overnight,end,Contact Reduction,2020-06-15 00:00:00
Mississippi,MS,Date vaccine allocation plan last updated,start,Notification,2021-03-03 00:00:00
Mississippi,MS,Date adults ages 80+ became eligible for COVID-19 vaccination,start,Notification,2021-01-06 00:00:00
Mississippi,MS,Date adults ages 75+ became eligible for COVID-19 vaccination,start,Notification,2021-01-06 00:00:00
Mississippi,MS,Date adults ages 70+ became eligible for COVID-19 vaccination,start,Notification,2021-01-06 00:00:00
Mississippi,MS,Date adults ages 65+ became eligible for COVID-19 vaccination,start,Notification,2021-01-06 00:00:00
Mississippi,MS,Date adults ages 60+ became eligible for COVID-19 vaccination,start,Notification,2021-03-04 00:00:00
Mississippi,MS,Date adults ages 55+ became eligible for COVID-19 vaccination,start,Notification,2021-03-04 00:00:00
Mississippi,MS,Date adults ages 50+ became eligible for COVID-19 vaccination,start,Notification,2021-03-04 00:00:00
Mississippi,MS,Date adults ages 45+ became eligible for COVID-19 vaccination,start,Notification,2021-03-16 00:00:00
Mississippi,MS,Date adults ages 40+ became eligible for COVID-19 vaccination,start,Notification,2021-03-16 00:00:00
Mississippi,MS,Date adults ages 30+ became eligible for COVID-19 vaccination,start,Notification,2021-03-16 00:00:00
Mississippi,MS,Date K-12 school employees became eligible for COVID-19 vaccination,start,Notification,2021-03-01 00:00:00
Mississippi,MS,Date grocery store workers became eligible for COVID-19 vaccination,start,Notification,2021-03-16 00:00:00
Mississippi,MS,Date incarcerated people became eligible for COVID-19 vaccination,start,Notification,2021-03-16 00:00:00
Mississippi,MS,Date general public became eligible for COVID-19 vaccination,start,Notification,2021-03-16 00:00:00
Mississippi,MS,First overall eviction moratorium start,start,Notification,2020-04-03 00:00:00
Mississippi,MS,First overall eviction moratorium end,end,Notification,2020-06-01 00:00:00
Mississippi,MS,First eviction enforcement ban start,start,Notification,2020-04-03 00:00:00
Mississippi,MS,First eviction enforcement ban end,end,Notification,2020-06-01 00:00:00
Mississippi,MS,Utilities shutoff moratorium start,start,Notification,2020-03-15 00:00:00
Mississippi,MS,Utilities shutoff moratorium expiration,end,Notification,2020-05-27 00:00:00
Mississippi,MS,SNAP Waiver - Emergency Allotments to Current SNAP Households,start,Notification,2020-03-27 00:00:00
Mississippi,MS,SNAP Waiver - Pandemic EBT during school year 2019-2020,start,Notification,2020-06-01 00:00:00
Mississippi,MS,SNAP Waiver - Temporary Suspension of Claims Collection,start,Notification,2020-04-10 00:00:00
Mississippi,MS,Modify Medicaid requirements with 1135 waivers (date of CMS approval),start,Notification,2020-03-23 00:00:00
Mississippi,MS,Allow audio-only telehealth,start,Notification,2020-03-16 00:00:00
Mississippi,MS,Allow/expand Medicaid telehealth coverage,start,Notification,2020-04-10 00:00:00
Mississippi,MS,Stopped personal visitation in state prisons,start,Contact Reduction,2020-03-12 00:00:00
Mississippi,MS,Resumed visitation in state prisons,end,Contact Reduction,2021-05-10 00:00:00
Mississippi,MS,Suspended elective medical procedures,start,Notification,2020-03-19 00:00:00
Mississippi,MS,Resumed elective medical procedures,end ,Notification,2020-04-27 00:00:00
Mississippi,MS,Suspended elective medical procedures x2,start,Notification,2020-12-15 00:00:00
Mississippi,MS,Resumed elective medical procedures x2,end,Notification,2021-01-22 00:00:00
Mississippi,MS,Waived one week waiting period for unemployment insurance,start,Notification,2020-03-21 00:00:00
Mississippi,MS,Extended Benefits program activated,start,Notification,2020-05-17 00:00:00
Mississippi,MS,Extended Benefits program deactivated,end,Notification,2020-12-19 00:00:00
Mississippi,MS,Stopped participating in pandemic-related federal unemployment benefit programs,end,Notification,2021-06-12 00:00:00
Mississippi,MS,Exceptions to emergency oral prescriptions,start,Contact Reduction,2020-03-30 00:00:00
Mississippi,MS,Closed casinos,start,Contact Reduction,2020-03-16 00:00:00
Mississippi,MS,Reopened casinos,end,Contact Reduction,2020-05-21 00:00:00
Missouri,MO,State of emergency issued,start,Notification,2020-03-13 00:00:00
Missouri,MO,Date closed K-12 public schools,start,Contact Reduction,2020-03-23 00:00:00
Missouri,MO,Date banned visitors to nursing homes,start,Contact Reduction,2020-03-23 00:00:00
Missouri,MO,Stay at home/ shelter in place,start,Contact Reduction,2020-04-06 00:00:00
Missouri,MO,End/relax stay at home/shelter in place,end,Contact Reduction,2020-05-04 00:00:00
Missouri,MO,Closed other non-essential businesses,start,Contact Reduction,2020-04-03 00:00:00
Missouri,MO,Began to reopen businesses,end,Contact Reduction,2020-05-04 00:00:00
Missouri,MO,Allowed restaurants to sell takeout alcohol,start,Contact Reduction,2020-04-14 00:00:00
Missouri,MO,Closed restaurants except take out,start,Contact Reduction,2020-03-23 00:00:00
Missouri,MO,Reopen restaurants,end,Contact Reduction,2020-05-04 00:00:00
Missouri,MO,Closed gyms,start,Contact Reduction,2020-04-03 00:00:00
Missouri,MO,Reopened gyms,end,Contact Reduction,2020-05-04 00:00:00
Missouri,MO,Closed movie theaters,start,Contact Reduction,2020-04-03 00:00:00
Missouri,MO,Reopened movie theaters,end,Contact Reduction,2020-05-04 00:00:00
Missouri,MO,Closed Bars,start,Contact Reduction,2020-03-23 00:00:00
Missouri,MO,Reopen bars,end,Contact Reduction,2020-05-04 00:00:00
Missouri,MO,Reopened hair salons/barber shops,end,Contact Reduction,2020-05-04 00:00:00
Missouri,MO,Reopened religious gatherings,end,Contact Reduction,2020-05-27 00:00:00
Missouri,MO,Reopened other non-essential retail,end,Contact Reduction,2020-05-04 00:00:00
Missouri,MO,Date vaccine allocation plan last updated,start,Notification,2021-03-03 00:00:00
Missouri,MO,Date adults ages 80+ became eligible for COVID-19 vaccination,start,Notification,2021-01-18 00:00:00
Missouri,MO,Date adults ages 75+ became eligible for COVID-19 vaccination,start,Notification,2021-01-18 00:00:00
Missouri,MO,Date adults ages 70+ became eligible for COVID-19 vaccination,start,Notification,2021-01-18 00:00:00
Missouri,MO,Date adults ages 65+ became eligible for COVID-19 vaccination,start,Notification,2021-01-18 00:00:00
Missouri,MO,Date adults ages 60+ became eligible for COVID-19 vaccination,start,Notification,2021-04-09 00:00:00
Missouri,MO,Date adults ages 55+ became eligible for COVID-19 vaccination,start,Notification,2021-04-09 00:00:00
Missouri,MO,Date adults ages 50+ became eligible for COVID-19 vaccination,start,Notification,2021-04-09 00:00:00
Missouri,MO,Date adults ages 45+ became eligible for COVID-19 vaccination,start,Notification,2021-04-09 00:00:00
Missouri,MO,Date adults ages 40+ became eligible for COVID-19 vaccination,start,Notification,2021-04-09 00:00:00
Missouri,MO,Date adults ages 30+ became eligible for COVID-19 vaccination,start,Notification,2021-04-09 00:00:00
Missouri,MO,Date K-12 school employees became eligible for COVID-19 vaccination,start,Notification,2021-03-15 00:00:00
Missouri,MO,Date grocery store workers became eligible for COVID-19 vaccination,start,Notification,2021-03-15 00:00:00
Missouri,MO,Date incarcerated people became eligible for COVID-19 vaccination,start,Notification,2021-04-09 00:00:00
Missouri,MO,Date general public became eligible for COVID-19 vaccination,start,Notification,2021-04-09 00:00:00
Missouri,MO,SNAP Waiver - Emergency Allotments to Current SNAP Households,start,Notification,2020-03-30 00:00:00
Missouri,MO,SNAP Waiver - Pandemic EBT during school year 2019-2020,start,Notification,2020-05-15 00:00:00
Missouri,MO,Modify Medicaid requirements with 1135 waivers (date of CMS approval),start,Notification,2020-03-25 00:00:00
Missouri,MO,Allow audio-only telehealth,start,Notification,2020-03-26 00:00:00
Missouri,MO,Allow/expand Medicaid telehealth coverage,start,Notification,2020-03-23 00:00:00
Missouri,MO,Stopped personal visitation in state prisons,start,Contact Reduction,2020-03-12 00:00:00
Missouri,MO,Resumed visitation in state prisons,end,Contact Reduction,2020-06-25 00:00:00
Missouri,MO,Stopped visitation in state prisons x2,start,Contact Reduction,2020-12-30 00:00:00
Missouri,MO,Waived one week waiting period for unemployment insurance,start,Notification,2020-03-18 00:00:00
Missouri,MO,Extended Benefits program activated,start,Notification,2020-05-31 00:00:00
Missouri,MO,Extended Benefits program deactivated,end,Notification,2020-10-10 00:00:00
Missouri,MO,Stopped participating in pandemic-related federal unemployment benefit programs,end,Notification,2021-06-12 00:00:00
Missouri,MO,Closed casinos,start,Contact Reduction,2020-03-17 00:00:00
Missouri,MO,Reopened casinos,end,Contact Reduction,2020-06-01 00:00:00
Montana,MT,State of emergency issued,start,Notification,2020-03-12 00:00:00
Montana,MT,State of emergency lifted,end,Notification,2021-06-30 00:00:00
Montana,MT,Date closed K-12 public schools,start,Contact Reduction,2020-03-16 00:00:00
Montana,MT,Date banned visitors to nursing homes,start,Contact Reduction,2020-03-15 00:00:00
Montana,MT,Stay at home/ shelter in place,start,Contact Reduction,2020-03-28 00:00:00
Montana,MT,End/relax stay at home/shelter in place,end,Contact Reduction,2020-04-26 00:00:00
Montana,MT,Closed other non-essential businesses,start,Contact Reduction,2020-03-28 00:00:00
Montana,MT,Began to reopen businesses,end,Contact Reduction,2020-04-27 00:00:00
Montana,MT,Face mask mandate in public spaces,start,Mask/Vaccine Mandate,2020-07-15 00:00:00
Montana,MT,Face mask mandate for employees of public-facing businesses,start,Mask/Vaccine Mandate,2020-07-15 00:00:00
Montana,MT,Face mask mandate end for fully vaccinated,end,Mask/Vaccine Mandate,2021-02-12 00:00:00
Montana,MT,Ended face mask mandate,end,Mask/Vaccine Mandate,2021-02-12 00:00:00
Montana,MT,Banned other local face mask mandates,start,Mask/Vaccine Mandate,2021-05-07 00:00:00
Montana,MT,Allowed restaurants to sell takeout alcohol,start,Contact Reduction,2020-04-27 00:00:00
Montana,MT,Allowed restaurants to deliver alcohol,start,Contact Reduction,2020-04-27 00:00:00
Montana,MT,Closed restaurants except take out,start,Contact Reduction,2020-03-20 00:00:00
Montana,MT,Reopen restaurants,end,Contact Reduction,2020-05-04 00:00:00
Montana,MT,Closed gyms,start,Contact Reduction,2020-03-20 00:00:00
Montana,MT,Reopened gyms,end,Contact Reduction,2020-05-15 00:00:00
Montana,MT,Closed movie theaters,start,Contact Reduction,2020-03-20 00:00:00
Montana,MT,Reopened movie theaters,end,Contact Reduction,2020-05-15 00:00:00
Montana,MT,Closed Bars,start,Contact Reduction,2020-03-20 00:00:00
Montana,MT,Reopen bars,end,Contact Reduction,2020-05-04 00:00:00
Montana,MT,Reopened hair salons/barber shops,end,Contact Reduction,2020-04-27 00:00:00
Montana,MT,Reopened religious gatherings,end,Contact Reduction,2020-04-26 00:00:00
Montana,MT,Reopened other non-essential retail,end,Contact Reduction,2020-04-27 00:00:00
Montana,MT,Allowed businesses to reopen overnight,end,Contact Reduction,2021-01-15 00:00:00
Montana,MT,Mandate quarantine for all individuals entering the state,start,Contact Reduction,2020-03-30 00:00:00
Montana,MT,Date all mandated quarantines ended,end,Contact Reduction,2020-06-01 00:00:00
Montana,MT,Date vaccine allocation plan last updated,start,Notification,2021-03-02 00:00:00
Montana,MT,Date adults ages 80+ became eligible for COVID-19 vaccination,start,Notification,2021-01-19 00:00:00
Montana,MT,Date adults ages 75+ became eligible for COVID-19 vaccination,start,Notification,2021-01-19 00:00:00
Montana,MT,Date adults ages 70+ became eligible for COVID-19 vaccination,start,Notification,2021-01-19 00:00:00
Montana,MT,Date adults ages 65+ became eligible for COVID-19 vaccination,start,Notification,2021-03-08 00:00:00
Montana,MT,Date adults ages 60+ became eligible for COVID-19 vaccination,start,Notification,2021-03-08 00:00:00
Montana,MT,Date adults ages 55+ became eligible for COVID-19 vaccination,start,Notification,2021-04-01 00:00:00
Montana,MT,Date adults ages 50+ became eligible for COVID-19 vaccination,start,Notification,2021-04-01 00:00:00
Montana,MT,Date adults ages 45+ became eligible for COVID-19 vaccination,start,Notification,2021-04-01 00:00:00
Montana,MT,Date adults ages 40+ became eligible for COVID-19 vaccination,start,Notification,2021-04-01 00:00:00
Montana,MT,Date adults ages 30+ became eligible for COVID-19 vaccination,start,Notification,2021-04-01 00:00:00
Montana,MT,Date K-12 school employees became eligible for COVID-19 vaccination,start,Notification,2021-04-01 00:00:00
Montana,MT,Date grocery store workers became eligible for COVID-19 vaccination,start,Notification,2021-04-01 00:00:00
Montana,MT,Date incarcerated people became eligible for COVID-19 vaccination,start,Notification,2021-04-01 00:00:00
Montana,MT,Date general public became eligible for COVID-19 vaccination,start,Notification,2021-04-01 00:00:00
Montana,MT,First overall eviction moratorium start,start,Notification,2020-03-30 00:00:00
Montana,MT,First overall eviction moratorium end,end,Notification,2020-05-25 00:00:00
Montana,MT,First eviction initiation ban start,start,Notification,2020-03-30 00:00:00
Montana,MT,First eviction initiation ban end,end,Notification,2020-05-25 00:00:00
Montana,MT,First eviction enforcement ban start,start,Notification,2020-03-30 00:00:00
Montana,MT,First eviction enforcement ban end,end,Notification,2020-05-25 00:00:00
Montana,MT,COVID-19 hardship limitation start,start,Notification,2020-04-13 00:00:00
Montana,MT,COVID-19 hardship limitation end,end,Notification,2020-05-25 00:00:00
Montana,MT,Non-payment limitation start,start,Notification,2020-04-13 00:00:00
Montana,MT,Non-payment limitation end,end,Notification,2020-05-25 00:00:00
Montana,MT,CDC moratorium start,start,Notification,2021-02-12 00:00:00
Montana,MT,Late Fee Ban Start,start,Notification,2020-03-30 00:00:00
Montana,MT,Late Fee Ban End,end,Notification,2020-05-25 00:00:00
Montana,MT,Utilities shutoff moratorium start,start,Notification,2020-03-30 00:00:00
Montana,MT,Utilities shutoff moratorium expiration,end,Notification,2020-05-25 00:00:00
Montana,MT,SNAP Waiver - Emergency Allotments to Current SNAP Households,start,Notification,2020-04-01 00:00:00
Montana,MT,SNAP Waiver - Pandemic EBT during school year 2019-2020,start,Notification,2020-06-26 00:00:00
Montana,MT,SNAP Waiver - Temporary Suspension of Claims Collection,start,Notification,2020-04-10 00:00:00
Montana,MT,Modify Medicaid requirements with 1135 waivers (date of CMS approval),start,Notification,2020-03-30 00:00:00
Montana,MT,Allow audio-only telehealth,start,Notification,2020-03-20 00:00:00
Montana,MT,Allow/expand Medicaid telehealth coverage,start,Notification,2020-03-19 00:00:00
Montana,MT,Stopped personal visitation in state prisons,start,Contact Reduction,2020-03-13 00:00:00
Montana,MT,Stopped legal visitation in state prisons,start,Contact Reduction,2020-03-13 00:00:00
Montana,MT,Resumed visitation in state prisons,end,Contact Reduction,2021-05-06 00:00:00
Montana,MT,Waived one week waiting period for unemployment insurance,start,Notification,2020-03-17 00:00:00
Montana,MT,Extended Benefits program activated,start,Notification,2020-05-03 00:00:00
Montana,MT,Extended Benefits program deactivated,end,Notification,2020-11-14 00:00:00
Montana,MT,Stopped participating in pandemic-related federal unemployment benefit programs,end,Notification,2021-06-27 00:00:00
Montana,MT,Closed casinos,start,Contact Reduction,2020-03-20 00:00:00
Montana,MT,Reopened casinos,end,Contact Reduction,2020-05-04 00:00:00
Nebraska,NE,State of emergency issued,start,Notification,2020-03-13 00:00:00
Nebraska,NE,Date closed K-12 public schools,start,Contact Reduction,2020-04-03 00:00:00
Nebraska,NE,Closed other non-essential businesses,start,Contact Reduction,2020-04-09 00:00:00
Nebraska,NE,Began to reopen businesses,end,Contact Reduction,2020-06-01 00:00:00
Nebraska,NE,Allowed restaurants to sell takeout alcohol,start,Contact Reduction,2020-03-19 00:00:00
Nebraska,NE,Allowed restaurants to deliver alcohol,start,Contact Reduction,2020-03-19 00:00:00
Nebraska,NE,Closed restaurants except take out,start,Contact Reduction,2020-04-03 00:00:00
Nebraska,NE,Reopen restaurants,end,Contact Reduction,2020-06-01 00:00:00
Nebraska,NE,Closed gyms,start,Contact Reduction,2020-04-03 00:00:00
Nebraska,NE,Reopened gyms,end,Contact Reduction,2020-06-01 00:00:00
Nebraska,NE,Closed movie theaters,start,Contact Reduction,2020-04-09 00:00:00
Nebraska,NE,Reopened movie theaters,end,Contact Reduction,2020-06-22 00:00:00
Nebraska,NE,Closed Bars,start,Contact Reduction,2020-04-03 00:00:00
Nebraska,NE,Reopen bars,end,Contact Reduction,2020-06-22 00:00:00
Nebraska,NE,Reopened hair salons/barber shops,end,Contact Reduction,2020-06-01 00:00:00
Nebraska,NE,Reopened religious gatherings,end,Contact Reduction,2020-05-04 00:00:00
Nebraska,NE,Reopened other non-essential retail,end,Contact Reduction,2020-06-22 00:00:00
Nebraska,NE,Date vaccine allocation plan last updated,start,Notification,2021-02-22 00:00:00
Nebraska,NE,Date adults ages 80+ became eligible for COVID-19 vaccination,start,Notification,2021-01-20 00:00:00
Nebraska,NE,Date adults ages 75+ became eligible for COVID-19 vaccination,start,Notification,2021-01-20 00:00:00
Nebraska,NE,Date adults ages 70+ became eligible for COVID-19 vaccination,start,Notification,2021-01-20 00:00:00
Nebraska,NE,Date adults ages 65+ became eligible for COVID-19 vaccination,start,Notification,2021-01-20 00:00:00
Nebraska,NE,Date adults ages 60+ became eligible for COVID-19 vaccination,start,Notification,2021-03-22 00:00:00
Nebraska,NE,Date adults ages 55+ became eligible for COVID-19 vaccination,start,Notification,2021-03-22 00:00:00
Nebraska,NE,Date adults ages 50+ became eligible for COVID-19 vaccination,start,Notification,2021-03-22 00:00:00
Nebraska,NE,Date adults ages 45+ became eligible for COVID-19 vaccination,start,Notification,2021-04-05 00:00:00
Nebraska,NE,Date adults ages 40+ became eligible for COVID-19 vaccination,start,Notification,2021-04-05 00:00:00
Nebraska,NE,Date adults ages 30+ became eligible for COVID-19 vaccination,start,Notification,2021-04-05 00:00:00
Nebraska,NE,Date K-12 school employees became eligible for COVID-19 vaccination,start,Notification,2021-01-20 00:00:00
Nebraska,NE,Date grocery store workers became eligible for COVID-19 vaccination,start,Notification,2021-01-20 00:00:00
Nebraska,NE,Date incarcerated people became eligible for COVID-19 vaccination,start,Notification,2021-03-29 00:00:00
Nebraska,NE,Date general public became eligible for COVID-19 vaccination,start,Notification,2021-04-05 00:00:00
Nebraska,NE,First overall eviction moratorium start,start,Notification,2020-03-25 00:00:00
Nebraska,NE,First overall eviction moratorium end,end,Notification,2020-05-31 00:00:00
Nebraska,NE,First eviction hearing ban start,start,Notification,2020-03-25 00:00:00
Nebraska,NE,First eviction hearing ban end,end,Notification,2020-05-31 00:00:00
